School,Course Number,Course Name,Only Available Within Option/Specialization,Atypical Elective,Course Description,ED Match Count,ED Keywords Matched,AI Match Count,AI Keywords Matched,EDxAI Match Count,EDxAI Keywords Matched
Laurentian,ENGR 3477E,Adsorption and Membrane Processes in Polution Control, , ,Topics include adsorption as a treatment process for pollution control in various industries; gas and liquid adsorption studies; fixed bed modelling and designing for gas and liquid adsorption systems; comparison of air and water adsorption systems; membranes for pollution control and applications in industry; new concepts in membrane utilization; and liquid and solid membranes processes and typical applications.  (lec 3) cr 3.,1,concept,0,,0,
Laurentian,ENGR 4166E,Aerospace Engineering Design, , ,"This course examines introductory concepts relevant to aerospace vehicles and their design.  Students develop their own solutions for an aerospace concept or vehicle and define a first-order design iteration.  The course also focuses on designing both aeronautical and aerospace systems, with special consideration to mission influence, design requirements and sizing, performance and load factors, and structural analysis.  ",4,"concept, design requirement, engineering design, iteration",0,,0,
Laurentian,ENGR 4366E,Automation and Reliability of Mining Equipment, , ,"This course is an introduction to the general topics of automation in mining and the reliability of mining equipment, with specific treatment of the fundamentals of robotics, kinematic sensors and guidance techniques. Maintenance policies for capital-intensive mining machinery are examined. (lec 3, lab 1.5) cr 3.",2,"maintenance, reliability",0,,0,
Laurentian,MATH 2037E,Advanced Calculus, , ,"This course begins with a review of vectors, lines and planes. This is followed by a study of scalar functions of several variables including such topics as multiple integration, Jacobians, gradient and applications to curves, surfaces and volumes. Vector functions are studied with particular attention given to divergence, curl, the theorems of Green, Gauss and Stokes, and applications. ",1,function,1,gradient,0,
Laurentian,MATH 2057E,Linear Algebra II, , ,"This course begins with a review of matrix algebra and systems of linear equations, followed by abstract vector spaces and linear transformations including eigenvalues and eigenvectors, norms and inner products. Selected applications are included. ",1,product,0,,0,
Laurentian,PHYS 2006E,Introduction to Electricity and Electronics, , ,"Basic concepts in electricity are reviewed and applied to DC and AC network analysis, complex impedance, phasors, and reactance. Other topics include analogue and digital circuit theory and design principles, amplifiers, non-linear circuit elements, basic electronic devices, power devices and power systems. ",1,concept,0,,0,
Laurentian,PHYS 3046E,Mechanical Properties of Solids and Fluids, , ,"The mechanical properties of deformable solids are examined under linear, shear and combined stresses. The associated coefficients are derived and interrelated. Configurations of strain gauges are studied. Models of inter-atomic forces are studied. Energy transport and its characteristics are studied under different flow conditions for all types of fluids. Flow measurement and associated equipment for fluids and solid particles are studied. ",1,model,0,,0,
Laurentian,BIOL 2356E,Principles of Ecology, , ,"This course is a study of the ecosystem concept; biogeo-chemical cycles; ecological energetics; and the organization and dynamics of biotic communities. It examines the ecology and humans; the food chain, demography, and epidemiology. (lec 3, lab 3) cr 3.",1,concept,0,,0,
Laurentian,ENSC 1406E,Earth's Environmental Systems, , ,"This course introduces the physical/natural environment using an integrative earth systems approach as a basis for understanding normal environmental function and environmental problems arising from human activities. Topics include the atmosphere, weather and climate, earth materials and earth surface processes, landscape and soil development, water resources, the biosphere, and environmental change.  (lec 3, lab 2)  cr 3. Students may not retain credit for both ENSC 1406 and ENVI 1406.",2,"function, material",0,,0,
Laurentian,COSC 2006E,Data Structures,mechatronics, ,"This course introduces data structures and their associated algorithms. Topics include dynamic memory, stacks, queues, linked lists, searching and sorting algorithms, trees, binary search trees, balance trees, B-trees, recursive programming techniques, and graph algorithms. Time and space requirements are also analyzed for the above algorithms.",0,,1,algorithm,0,
Laurentian,ENGR 3577E,Microprocessor Systems and Interfacing,mechatronics, ,"This course deals with microprocessor interfacing to different systems for data acquisition and control purposes. The peripheral connections and various methods of interfacing such as parallel, serial and analog are addressed from theoretical and practical points of view. The lab component focuses on designing, integrating and programming microprocessor controlled systems.",1,component,0,,0,
Laurentian,COSC 3807E,Introduction to Computer Networks,mechatronics, ,"This course introduces computer networks including the OSI model, communications protocols (TCP, IP, UDP, and ICMP), network topologies, routing, web systems, and network security.",1,model,0,,0,
McGill,MATH 133,Linear Algebra and Geometry, , ,"Mathematics & Statistics (Sci) : Systems of linear equations, matrices, inverses, determinants; geometric vectors in three dimensions, dot product, cross product, lines and planes; introduction to vector spaces, linear dependence and independence, bases. Linear transformations. Eigenvalues and diagonalization.",1,product,1,independence,0,
McGill,MATH 140,Calculus 1, , ,"Mathematics & Statistics (Sci) : Review of functions and graphs. Limits, continuity, derivative. Differentiation of elementary functions. Antidifferentiation. Applications.",1,function,0,,0,
McGill,COMP 208,Computer Programming for Physical Sciences and Engineering, , ,"Computer Science (Sci) : Programming and problem solving in a high level computer language: variables, expressions, types, functions, conditionals, loops, objects and classes. Introduction to algorithms such as searching and sorting. Modular software design, libraries, file input and output, debugging. Emphasis on applications in Physical Sciences and Engineering, such as root finding, numerical integration, diffusion, Monte Carlo methods.",1,function,2,"algorithm, monte carlo method",0,
McGill,FACC 100,Introduction to the Engineering Profession, , ,Faculty Course : Introduction to engineering practice; rights and code of conduct for students; professional conduct and ethics; engineer's duty to society and the environment; sustainable development; occupational health and safety; overview of the engineering disciplines taught at McGill.,1,sustainable development,0,,0,
McGill,FACC 300,Engineering Economy, , ,"Faculty Course : Introduction to the basic concepts required for the economic assessment of engineering projects. Topics include: accounting methods, marginal analysis, cash flow and time value of money, taxation and depreciation, discounted cash flow analysis techniques, cost of capital, inflation, sensitivity and risk analysis, analysis of R and D, ongoing as well as new investment opportunities.",2,"concept, cost",0,,0,
McGill,FACC 400,Engineering Professional Practice, , ,"Faculty Course : Laws, regulations and codes governing engineering professional practice. Responsibility and liability. Environmental legislation. Project and organization management. Relations between engineer and client. Technical practice - analysis, design, execution and operation.",1,client,0,,0,
McGill,MATH 262,Intermediate Calculus, , ,"Mathematics & Statistics (Sci) : Series and power series, including Taylor's theorem. Brief review of vector geometry. Vector functions and curves. Partial differentiation and differential calculus for vector valued functions. Unconstrained and constrained extremal problems. Multiple integrals including surface area and change of variables.",1,function,0,,0,
McGill,MECH 201,Introduction to Mechanical Engineering, , ,Mechanical Engineering : The practice of Mechanical Engineering: its scope and context. The role of Design. Introduction to the Design process. The role of engineering analysis and socio-economic factors in Design. Introduction to the individual mechanical engineering subjects and their role in Design. Case studies.,1,design process,0,,0,
McGill,MECH 210,Mechanics 1, , ,"Mechanical Engineering : Static equilibrium of particles and rigid bodies. Beams, trusses, frames and machines. Concept of work and energy. Static equilibrium and stability.",1,concept,0,,0,
McGill,MECH 240,Thermodynamics 1, , ,"Mechanical Engineering : Thermodynamic systems and properties. First law of thermodynamics: energy, work and heat. State principle, p-v-T surfaces, phase equilibrium, ideal gas model. Second law of thermodynamics, entropy, exergy analysis. Energy analysis applied to steady and transient engineering systems including heat engines, refrigerators and heat pumps, air compressors.",1,model,0,,0,
McGill,MECH 262,Statistics and Measurement Laboratory, , ,"Mechanical Engineering : Introduction to probability: conditional probability, binomial and Poisson distributions, random variables, laws of large numbers. Statistical analysis associated with measurements; regression and correlation. Basic experimental laboratory techniques, including the measurement of strain, pressure, force, position, and temperature.",0,,3,"conditional probability, random variable, regression",0,
McGill,MECH 290,Design Graphics for Mechanical Engineering, , ,"Mechanical Engineering : The design process, including free-hand sketching; from geometry construction to manufacturing drawings; the technology and standards of engineering graphic communication; designing with CAD software. The role of visualization in the production of mechanical engineering designs.",5,"cad, design process, drawing, engineering design, standard",0,,0,
McGill,MECH 292,Design 1: Conceptual Design, , ,"Mechanical Engineering : Introduction to design. Problem formulation, idea generation, feasibility study, preliminary design, design, analysis, design evaluation, project management, and optimal design.",3,"conceptual design, design evaluation, design problem",0,,0,
McGill,MECH 321,Mechanics of Deformable Solids, , ,Mechanical Engineering : Modern phenomenological theories of the behaviour of engineering materials. Stress and strain concepts and introduction to constitutive theory. Applications of theory of elasticity and thermoelasticity. Introduction to finite element stress analysis methods.,2,"concept, material",0,,0,
McGill,MECH 346,Heat Transfer, , ,"Mechanical Engineering : Basic concepts and overview. Steady and unsteady heat conduction. Fin Theory. Convective heat transfer: governing equations; dimensionless parameters; analogy between momentum and heat transfer. Design correlations for forced, natural, and mixed convection. Heat exchangers. Radiative heat transfer: black- and gray-body radiation; shape factors; enclosure theory. Thermal engineering design project.",4,"analogy, concept, design project, engineering design",0,,0,
McGill,MECH 360,Principles of Manufacturing, , ,"Mechanical Engineering : Theory and practice of modern manufacturing processes: machining, forming, and casting. Producing parts using computer assisted tools from CAD to CNC machining followed by measurement of part quality. Hands-on machining of parts.",2,"cad, quality",0,,0,
McGill,MECH 383,Applied Electronics and Instrumentation, , ,"Mechanical Engineering : Discrete and integrated components, both analogue and digital. Characteristics of passive elements. Semiconductors, amplifiers, filters, oscillators, modulators, power supplies and nonlinear devices. Introduction to digital electronics. Transducer/signal conditioner interfacing considerations.",1,component,0,,0,
McGill,MECH 403D1,Thesis (Honours), , ,"Mechanical Engineering : This course, together with MECH 404, involves a research project containing both engineering theory and design components, and requiring a theoretical and/or experimental investigation. Students are supervised by the course instructor and mentored by one or more staff members. The work culminates with the submission of a thesis.",1,component,0,,0,
McGill,MECH 419,Advanced Mechanics of Systems, , ,"Mechanical Engineering : Lagrange's equations of motion. Hamilton's principle. Variational methods. Discrete linear systems: analytical and numerical methods. Distributed parameter systems: exact solutions and discretization techniques. Electrical-mechanical-acoustical analogies. Stability of systems. Nonlinear dynamics: phase-plane, perturbation and other methods of solution.",1,analogy,0,,0,
McGill,MECH 494,Honours Design Project, , ,"Mechanical Engineering : An advanced design project course with emphasis on analytical solutions, performance prediction and validation, and planning for production. Students are supervised by the course instructor and mentored by one or more staff members.",1,design project,0,,0,
McGill,MATH 323,Probability, , ,"Mathematics & Statistics (Sci) : Sample space, events, conditional probability, independence of events, Bayes' Theorem. Basic combinatorial probability, random variables, discrete and continuous univariate and multivariate distributions. Independence of random variables. Inequalities, weak law of large numbers, central limit theorem.",0,,4,"central limit theorem, conditional probability, independence, random variable",0,
McGill,MATH 381,Complex Variables and Transforms, , ,"Mathematics & Statistics (Sci) : Analytic functions, Cauchy-Riemann equations, simple mappings, Cauchy's theorem, Cauchy's integral formula, Taylor and Laurent expansions, residue calculus. Properties of one and two-sided Fourier and Laplace transforms, the complex inversion integral, relation between the Fourier and Laplace transforms, application of transform techniques to the solution of differential equations. The Z-transform and applications to difference equations.",1,function,0,,0,
McGill,MATH 407,Dynamic Programming, , ,"Mathematics & Statistics (Sci) : Sequential decision problems, resource allocation, transportation problems, equipment replacement, integer programming, network analysis, inventory systems, project scheduling, queuing theory calculus of variations, markovian decision processes, stochastic path problems, reliability, discrete and continuous control processes.",1,reliability,1,calculus of variation,0,
McGill,MATH 417,Linear Optimization, , ,"Mathematics & Statistics (Sci) : An introduction to linear optimization and its applications: Duality theory, fundamental theorem, sensitivity analysis, convexity, simplex algorithm, interior-point methods, quadratic optimization, applications in game theory.",0,,2,"algorithm, optimization",0,
McGill,MATH 478,Computational Methods in Applied Mathematics, , ,"Mathematics & Statistics (Sci) : Solution to initial value problems: Linear, Nonlinear Finite Difference Methods: accuracy and stability, Lax equivalence theorem, CFL and von Neumann conditions, Fourier analysis: diffusion, dissipation, dispersion, and spectral methods. Solution of large sparse linear systems: iterative methods, preconditioning, incomplete LU, multigrid, Krylov subspaces, conjugate gradient method. Applications to, e.g., weighted least squares, duality, constrained minimization, calculus of variation, inverse problems, regularization, level set methods, Navier-Stokes equations",0,,3,"calculus of variation, gradient, regularization",0,
McGill,MECH 513,Control Systems, , ,"Mechanical Engineering : State-space modelling and related linear algebra.  Controllability and observability of linear time-invariant systems and corresponding tests, system realizations. Stability: Bounded-Input-Bounded-Output (BIBO), internal, Lyapunov.  Linear state feedback control: pole placement and root locus design methods, linear quadratic regulator.  State observers: full- and reduced-order designs, separation principle, Linear Quadratic Gaussian (LQG) design. Introduction to optimal control and optimal state estimation.",1,design method,0,,0,
McGill,MECH 546,Finite Element Methods in Solid Mechanics, , ,"Mechanical Engineering : Discrete systems; variational formulation and approximation for continuous systems; direct and variational methods of element formulation in 1- 2- and 3 dimensions; formulation of isoparametric finite elements; plate and shell elements; finite element method for static analysis, vibration analysis and structural dynamics; introduction to nonlinear problems.",1,finite element method,0,,0,
McGill,MECH 577,Optimum Design, , ,Mechanical Engineering : The role of optimization within the design process: Design methodology and philosophy. Constrained optimization: The Kuhn-Tucker conditions. Techniques of linear and non-linear programming. The simplex and the complex methods. Sensitivity of the design to manufacturing errors. Robustness of the design to manufacturing and operation errors.,1,design process,1,optimization,0,
McGill,MECH 579,Multidisciplinary Design Optimization, , ,"Mechanical Engineering : A comprehensive introduction to important algorithms in sensitivity analysis and multidisciplinary design optimization of large systems. Topics include: unconstrained and constrained optimization, sensitivity analysis, gradient-free optimization, multi-objective optimization, and various multidisciplinary algorithms and approaches for design optimization.",1,design optimization,3,"algorithm, gradient, optimization",0,
McGill,MECH 497,Value Engineering, , ,Mechanical Engineering : Value Engineering is an in-depth analysis of an industrial product or process with a view to improving its design and/or performance to increase its worth. This is a workshop type of course. Projects will be supplied by industrial firms and students will work in teams with industrial personnel.,1,product,0,,0,
McGill,MECH 498,Interdisciplinary Design Project 1, , ,Mechanical Engineering : Completion of an individual project on an interdisciplinary theme with emphasis on a balanced combination on analysis and synthesis.,1,design project,0,,0,
McGill,MECH 499,Interdisciplinary Design Project 2, , ,Mechanical Engineering : The individual project initiated in MECH 498 is continued and finalized in this course.,1,design project,0,,0,
McGill,MECH 529,Discrete Manufacturing Systems, , ,"Mechanical Engineering : An overview of present day production machines and systems with special emphasis on automation, computer control and integration techniques. Material handling, automatic inspection, process monitoring, maintenance. Socio-economic and environmental issues. Laboratory experience with factory simulation.",2,"maintenance, material",0,,0,
McGill,MECH 530,Mechanics of Composite Materials, , ,"Mechanical Engineering : Fiber-reinforced composites. Stress, strain, and strength of composite laminates and honeycomb structures. Failure modes and failure criteria. Environmental effects. Manufacturing processes. Design of composite structures. Computer modelling of composites. Computer techniques are utilized throughout the course.",1,material,0,,0,
McGill,MECH 536,Aerospace Structures, , ,"Mechanical Engineering : Aircraft and spacecraft structural components and loads. Bending, shear, torsion and buckling of thin-walled open and closed sections. Structural idealization. Principle of stiffener / web construction. Trusses and isogrid structures. Wing spars and box beams. Fuselage frames and wing ribs. Analysis of riveted, bolted and adhesive joints. Sandwich structures analysis. Thermoelasticity analysis for spacecraft structures.",1,component,0,,0,
McGill,MECH 541,Kinematic Synthesis, , ,"Mechanical Engineering : The role of kinematic synthesis within the design process. Degree of freedom. Kinematic pairs and bonds. Groups and subgroups of displacements. Applications to the qualitative synthesis of parallel-kinematics machines with three and four degrees of freedom. Function, motion and path generation problems in planar, spherical and spatial four-bar linkages. Extensions to six-bar linkages. Cam mechanisms.",2,"design process, function",0,,0,
McGill,MECH 543,Design with Composite Materials, , ,"Mechanical Engineering : Material systems/selection process. Cost vs. performance. Laminate layup procedures. Theory and application of filament winding of composite cylinders. Regular oven and autoclave oven curing, analysis of resulting material performance. Practical design considerations and tooling. Analysis of environmental considerations. Joining techniques. Analysis of test methods. Theory of repair techniques.",2,"cost, material",0,,0,
McGill,MECH 544,Processing of Composite Materials, , ,"Mechanical Engineering : Composite processing science basic principles. Reinforcement properties; permeability, compaction. Resin properties; curing, viscosity, shrinkage. Heat transfer and cure kinetics; cure cycle optimization. Resin flow; infusion, thickness variations, fiber volume fraction distribution. Residual stresses; tool-part interaction, warpage control, spring-back, tool design. Thermoplastic composites; crystallization control, melting and consolidation.",1,material,1,optimization,0,
McGill,MECH 553,Design and Manufacture of Microdevices, , ,Mechanical Engineering : Introduction to microelectromechanical systems (MEMS). Micromachining techniques (thin-film deposition; lithography; etching; bonding). Microscale mechanical behaviour (deformation and fracture; residual stresses; adhesion; experimental techniques). Materials- and process-selection. Process integration. Design of microdevice components to meet specified performance and reliability targets using realistic manufacturing processes.,3,"component, material, reliability",0,,0,
McGill,MECH 557,Mechatronic Design, , ,"Mechanical Engineering : Team project course on the design, modelling, model validation, and control of complete mechatronic systems, constructed with modern sensors, actuators, real-time operating systems, embedded controllers, and intelligent control.",1,model,0,,0,
McGill,MECH 559,Engineering Systems Optimization, , ,"Mechanical Engineering : Introduction to systems-oriented engineering design optimization. Emphasis on i) understanding and representing engineering systems and their structure, ii) obtaining, developing, and managing adequate computational (physics- and data-based) models for their analysis, iii) constructing appropriate design models for their synthesis, and iv) applying suitable algorithms for their numerical optimization while accounting for systems integration issues. Advanced topics such as coordination of distributed problems and non-deterministic design optimization methods.",3,"design optimization, engineering design, model",2,"algorithm, optimization",0,
McGill,MECH 565,Fluid Flow and Heat Transfer Equipment, , ,"Mechanical Engineering : Pipes and piping systems, pumps, and valves. Fans and building air distribution systems. Basic thermal design methods for fins and heat exchangers. Thermal design of shell-and-tube and compact heat exchangers.",1,design method,0,,0,
McGill,MIME 260,Materials Science and Engineering, , ,"Mining & Materials Engineering : Structure properties and fabrication of metals, polymers, ceramics, composites; engineering properties: tensile, fracture, creep, oxidation, corrosion, friction, wear; fabrication and joining methods; principles of materials selection.",2,"material selection, material",0,,0,
McGill,MECH 393,Design 2: Machine Element Design, , ,"Mechanical Engineering : The design of machine elements for strength requirements in consideration of various methods of manufacture. Synthesis of mechanical systems to fulfill performance requirements, following the engineering design process. Static and fatigue failure prevention. Students form groups to work on a design project.",3,"design process, design project, engineering design",0,,0,
McGill,MECH 412,System Dynamics and Control, , ,"Mechanical Engineering : Modelling of physical linear time-invariant systems using transfer functions. Transient and steady-state response specifications. State space representation of systems. Frequency-response characterization. Stability. Feedback control systems. PID controller design. Root locus and frequency response design methods. Lead, lag and PID compensators.",3,"design method, function, specification",0,,0,
McGill,MECH 463D1,Design 3: Mechanical Engineering Project, , ,"Mechanical Engineering : Team project work typically involving the design, fabrication, verification, and application of a mechanical device/system, or experimental facility. The project work is complemented with lectures in the Fall term on topics related to design and management of design projects. Emphasis is on the completion of a project of professional quality.",2,"design project, quality",0,,0,
McGill,MECH 560,Eco-design and Product Life Cycle Assessment, , ,"Mechanical Engineering : Fundamentals of both product and process engineering with an emphasis on life cycle models and sustainability. Practical and theoretical topics, methodologies, principles, and techniques. Practical methods such as Life Cycle Analysis, eco-design strategies, streamlined Life Cycle Assessment, environmental impact assessment, and Life Cycle Engineering. Introduction to important product development theories and life cycle assessment theories.",7,"environmental impact, life cycle, life cycle assessment, model, product, product development, product life cycle",0,,0,
McGill,MECH 403N1,Thesis (Honours), , ,"Mechanical Engineering : This course, together with MECH 404, involves a research project containing both engineering theory and design components, and requiring a theoretical and/or experimental investigation. Students are supervised by the course instructor and mentored by one or more staff members. The work culminates with the submission of a thesis.",1,component,0,,0,
McGill,MECH 447,Combustion, , ,"Mechanical Engineering : Equilibrium analysis of reacting systems, Hugoniot analysis, flame propagation mechanisms, introduction to chemical kinetics, models for laminar flame propagation, ignition, quenching, flammability limits, turbulent flames, flame instability mechanisms, detonations, solid and liquid combustion.",1,model,0,,0,
McGill,MECH 510,Engineering Acoustics, , ,"Mechanical Engineering : Vibratory and acoustic disturbances propagated in homogeneous media. Modelling of acoustic systems using lumped-parameters. Simple sound wave fields, transverse waves in strings and bars, longitudinal waves in bars, and transverse waves in membranes, beams, and plates. Basic wave propagation phenomena and sound source models.",1,model,0,,0,
McGill,MECH 515,Unsteady Gasdynamics, , ,"Mechanical Engineering : Fundamentals of unsteady gasdynamics. Shock and detonation waves in gases and condensed material. Condensed explosives: hydrodynamic theory, equations of state, initiation. Shock interactions. Blast wave theory, similarity methods, blast scaling.",1,material,0,,0,
McGill,MECH 526,Manufacturing and the Environment, , ,"Mechanical Engineering : Course topics include: clean manufacturing, product and process design for minimizing materials and energy use, the product life cycle, impact of technology on the environment, environmental impact assessment, regulatory process, and managing the ""political"" process.",5,"environmental impact, life cycle, material, product, product life cycle",0,,0,
McGill,MECH 528,Product Design, , ,"Mechanical Engineering : A study of the design issues present in product life cycle demands. Computer-aided systems. Rapid prototyping. Design for manufacturability. Integration of mechanics, electronics and software in products. Effect on design of product cost, maintainability, recycling, marketability.",8,"cost, life cycle, maintainability, manufacturability, product, product cost, product life cycle, rapid prototyping",0,,0,
McGill,MECH 539,Computational Aerodynamics, , ,"Mechanical Engineering : Fundamental equations. Basic flow singularities. Boundary element methods. Source, doublet and vortex panel methods for 2D and 3D incompressible and compressible flows. Method of characteristics. Euler equations for inviscid rotational flows. Finite-difference and finite-volume methods. Explicit and implicit time-integration methods. Quasi 1D solutions. Nozzle and confined aerofoil applications.",0,,1,singularity,0,
McGill,MECH 547,Mechanics of Biological Materials, , ,"Mechanical Engineering : Mechanics of proteins (collagen, keratin), polysaccharides (cellulose, chitin), cells, skin, bone, teeth, seashells, insect and arthropod cuticles. Emphasis on microstructure-property-function relationships and on multiscale approach. State-of-the-art experimental and modelling techniques. Self-healing and adaptive biological materials.",2,"function, material",0,,0,
McGill,MECH 548,Cellular Materials in Natural and Engineering Structures, , ,"Mechanical Engineering : Overview of hierarchical solids exhibiting cellular structure. Cell size, shape and topology of bending and stretching dominated materials, including periodic microtruss lattice, plant cellular tissue and trabecular bone. Theories for modelling the mechanics and the physical properties; design and optimization of multifunctional cellular solids for ultralight aerospace and biomedical applications.",1,material,1,optimization,0,
McGill,MECH 551,Nonlinear Dynamics of Shell Structures, , ,Mechanical Engineering : Introduction to nonlinear dynamics and stability; softening and hardening systems; bifurcations; Lyapunov exponents; nonlinear strain-displacement relationships; Lagrangian description; plates and shells; nonlinear vibrations of plates and shells; reduced-order models; stability of shells with cardiovascular application; supersonic flutter of circular cylindrical shells (rockets).,1,model,0,,0,
McGill,MECH 554,Microprocessors for Mechanical Systems, , ,"Mechanical Engineering : Digital logic and circuits - asynchronous and synchronous design. Microcontroller architectures, organization and programming - assembly and high-level. Analog/ digital/hybrid sensors and actuators. Sensing and conditioning subsystems. Interfacing issues. Real-time issues. Operator interfaces. Laboratory exercises on digital logic design, interfacing and control of peripherals with a final team project.",2,"assembly, interface",0,,0,
McGill,MECH 567,Structural Dynamics of Turbomachines, , ,"Mechanical Engineering : Fundamentals of turbomachines from the standpoint of structural dynamics and vibration analysis, with preference given to aerospace applications involving aircraft and helicopter engines. Topics include: introduction to the finite element method, aircraft/helicopter engines architecture and main components, general equations of motion in rotordynamics, advanced modal analysis, Campbell diagrams and critical rotational velocity, mistuning and cyclic symmetry, fluid-structure coupling, flutter analysis, high-cycle fatigue.",2,"component, finite element method",0,,0,
McGill,MECH 572,Mechanics and Control of Robotic Manipulators, , ,"Mechanical Engineering : Historical development and applications of robotic manipulators. Homogeneous transformations and geometry. Forward and inverse kinematics, manipulator Jacobian. Newton-Euler and Lagrangian formulations of inverse and forward dynamics. Trajectory planning for pick-and-place operations. Linear independent joint control and nonlinear model-based control schemes.",1,model,0,,0,
McGill,AERO 401,Introduction to Aerospace Engineering, ,Yes,"AERO : Basic concepts in all relevant aspects of aerospace engineering. Introduction to aircraft and spacecraft components, systems and operation. Aerodynamic and flight mechanics. Structures and materials. Propulsion systems. Manufacturing processes. Control and systems. Avionics and navigation.",3,"component, concept, material",0,,0,
McGill,AERO 410,Aerospace Design and Certification Process, ,Yes,"AERO : Design and certification process for aircraft, helicopters and spacecraft. Operation and performance requirements. Preliminary and detailed design process. Performance analysis. Regulatory agencies overview. Certification process. Life cycle analysis. Cost analysis. Flight testing programs. Delivery and operation.",4,"cost, design process, detailed design, life cycle",0,,0,
McGill,AERO 460D1,Aerospace Project, ,Yes,"AERO : Application of the material learned in other courses in the Minor in Aerospace Engineering to an applied project. Team project work will involve the design, fabrication, verification, and application of an aerospace system / component. Lectures on topics related to design and management of design projects. Emphasis is on the completion of a project of professional quality in collaboration with the aerospace industry.",4,"component, design project, material, quality",0,,0,
McGill,ARCH 303,Design and Construction 1, ,Yes,"Architecture : An exploration of the design of buildings. Projects emphasize the major social, technological, environmental, and symbolic aspects of the design process. Introduction to specific modelling, presentation, and documentation techniques. Discussions, readings, field trips and practical exercises.",2,"design process, documentation",0,,0,
McGill,ARCH 321,Freehand Drawing 3, ,Yes,Architecture : Continuation of ARCH 218. Refinement of graphic skills and visual literacy through exercises in life drawing. Introduction to the materials and methods of watercolour painting.,2,"drawing, material",0,,0,
McGill,ARCH 322,Freehand Drawing 4, ,Yes,"Architecture : Synthesis of ARCH 217, 218 and ARCH 321. Further refinement of graphic skills and visual literacy through exercises in life drawing. Students select and combine various media and apply them to diverse drawing and painting surfaces.",1,drawing,0,,0,
McGill,ARCH 324,Sketching School, ,Yes,Architecture : An eight-day supervised field trip in the late summer to sketch places or things having specific visual characteristics. Students are required to include Sketching School I in the B.Sc.(Arch.) program.,1,sketch,0,,0,
McGill,ARCH 379,Summer Course Abroad, ,Yes,"Architecture : Studies in-situ of key buildings, landscapes and urban settings; techniques of graphic documentations, analysis of physical configuration, constructional details and present use. Excursions to neighbouring sites of architectural interest.",1,documentation,0,,0,
McGill,ARCH 383,Geometry and Architecture, ,Yes,"Architecture : Geometry in the formal structure of design. Grids, lattices, polygons and polyhedra; proportional systems. Evidence of these figures and structures in natural objects and phenomena. Graphical and physical models. Application to architecture and the human environment. Case studies.",1,model,0,,0,
McGill,ARCH 388,Introduction to Historic Preservation, ,Yes,Architecture : Historic attitudes and terminologies of conservation; historic research techniques. Restoration technology of building materials and principles of interior design in the 19th and 20th centuries; current preservation planning.,1,material,0,,0,
McGill,ARCH 405,Design and Construction 3, ,Yes,"Architecture : A structured investigation of architectural concepts; program interpretation with respect to relevant cultural, social and environmental contexts; applications of appropriate formal languages and building technologies in integrated proposals for a variety of building forms.",1,concept,0,,0,
McGill,ARCH 406,Design and Construction 4, ,Yes,"Architecture : A detailed study and comprehensive development of architectural proposals for complex building types and site conditions; the exploration of coherent initial concepts with respect to programmatic requirements, image and form; subsequent elaboration leading to meaningful and technologically viable designs for the built environment.",1,concept,0,,0,
McGill,ARCH 410,Design and Construction 5, ,Yes,"Architecture : A study of the function and structure of the urban environment, including surveys of selected urban areas by recording and analysing specific environmental factors. Architectural and urban design with reference to their social implications. Urban renewal and rehabilitation by means of systematic design methods. Techniques of visual communication including documentary film-making.",4,"design method, function, survey, systematic design",0,,0,
McGill,ARCH 445,Architectural Structures 2, ,Yes,Architecture : Holistic overview of structural systems for architects and application to real-world architectural projects. Fundamentals and principles of the philosophy of structures; structural theory; mechanics of structures; loadings; different structural components such as gravity and lateral force resisting systems; materials and other factors in the design and analysis of structures.,2,"component, material",0,,0,
McGill,ARCH 447,"Energy, Environment, and Buildings 2", ,Yes,"Architecture : Advanced exploration of the interrelationships among energy, environment, and building. Topics include energy efficiency, thermal envelopes, life-cycle design, materials selection, fluid mechanics of natural ventilation, thermal science
of passive design, adaptive thermal comfort, the 'air-conditioning trap', the 'embodied carbon blindspot,' and the 'timber-carbon sink'.",3,"life cycle, material selection, material",0,,0,
McGill,ARCH 461,Freehand Drawing and Sketching, ,Yes,"Architecture : Drawing and sketching in pencil, charcoal and other media both in the studio and out-of-doors.",1,drawing,0,,0,
McGill,ARCH 512,Architectural Modelling, ,Yes,Architecture : Architectural modelling using advanced applications in digital media. Topics include: 3-D modelling and rendering; image editing; digital animation; hypertext and the World Wide Web; issues of representation and methodology; comparison of publishing applications. Projects complement design studio courses and independent studies that are student or instructor initiated.,1,rendering,0,,0,
McGill,ARCH 519,Field Course Abroad, ,Yes,"Architecture : Advanced and comprehensive studies in-situ of key buildings, landscapes and urban settings; techniques of graphic documentations, analysis of physical configuration, constructional details and present use.",1,documentation,0,,0,
McGill,ARCH 520,Montreal: Urban Morphology, ,Yes,"Architecture : Historical, geographical, demographical, and regional evolution of the metropolis of Montreal. Topics include: important quartiers, the Montreal urban grid, industrialization, reform movements, geographical diversity, urban culture, local building techniques and materials. Basic concepts of urban morphology and their relationships to the contemporary urban context will be explored.",2,"concept, material",0,,0,
McGill,ARCH 523,Significant Texts and Buildings, ,Yes,"Architecture : Critical study of significant architectural thought since 1750 as it has been expressed in buildings and texts (treatises, manifestos, criticisms). A specific theme will be addressed every year to allow in-depth interpretations of the material presented and discussed.",1,material,0,,0,
